age,workclass,fnlgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
36,Private,98389,Assoc,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,>50K
42,Private,173704,College,10,Married-civ-spouse,Sales,Husband,White,Male,0,1887,50,United-States,>50K
18,Private,211177,School,8,Never-married,Prof-speciality,Other,Black,Male,0,0,20,United-States,<=50K
18,Private,115443,School,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,65078,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
20,Private,24896,College,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,<=50K
19,Private,184710,College,10,Never-married,Tech-support,Other,White,Male,0,0,30,United-States,<=50K
28,Private,410450,Bachelors,13,No spouse,Other-service,Other,White,Female,0,0,48,England,>50K
37,Private,83893,Assoc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,113309,College,10,Never-married,Transport-moving,Other,White,Male,0,0,40,United-States,<=50K
60,Private,160625,College,10,No spouse,Craft-repair,Other,White,Male,0,0,47,United-States,<=50K
17,Gov,340043,School,8,Never-married,Adm-clerical,Other,White,Female,0,0,12,United-States,<=50K
37,Gov,48976,Bachelors,13,Never-married,Prof-specialty,Other,White,Female,4865,0,45,United-States,<=50K
29,Gov,243875,Assoc,11,No spouse,Adm-clerical,Other,White,Male,0,0,40,United-States,<=50K
34,Private,554206,College,9,No spouse,Transport-moving,Other,Black,Male,0,0,20,United-States,<=50K
36,Private,361888,College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
37,Without-pay,205359,College,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,15,United-States,<=50K
47,Gov,167281,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,35663,College,9,Never-married,Other-service,Other,White,Female,0,0,40,United-States,<=50K
61,Private,357437,College,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
57,Private,390856,School,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,Mexico,<=50K
33,Federal-gov,331615,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,40,United-States,>50K
54,Private,202415,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
40,Private,180032,Masters,14,Never-married,Prof-specialty,Other,White,Female,0,1669,40,United-States,<=50K
40,Private,77247,School,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
40,Gov,101795,College,9,Never-married,Protective-serv,Other,White,Male,0,0,42,United-States,<=50K
35,Private,272019,School,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2057,40,United-States,<=50K
32,Private,198068,School,7,Never-married,Transport-moving,Other,White,Male,0,0,40,United-States,<=50K
49,Without-pay,199326,College,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
31,Private,178841,College,9,Never-married,Adm-clerical,Other,White,Female,0,0,40,United-States,<=50K
58,Private,136951,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
26,Self-emp-inc,109240,Bachelors,13,Never-married,Exec-managerial,Other,White,Male,0,0,50,United-States,<=50K
35,Without-pay,128876,School,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,103358,College,10,Never-married,Machine-op-inspct,Other,White,Male,0,0,40,India,<=50K
43,Private,354408,School,8,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
32,Private,206051,College,10,Never-married,Adm-clerical,Other,White,Male,0,0,35,United-States,<=50K
45,Private,155659,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
48,Private,143299,College,9,Never-married,Machine-op-inspct,Other,Black,Male,0,0,40,United-States,<=50K
31,Private,252210,School,3,Never-married,Other-service,Other,White,Male,0,0,40,Mexico,<=50K
20,Private,129240,College,10,Never-married,Prof-speciality,Other,White,Female,0,0,25,United-States,<=50K
28,Private,398918,College,9,Never-married,Tech-support,Other,White,Male,0,0,40,United-States,<=50K
50,Without-pay,240612,Bachelors,13,No spouse,Prof-specialty,Other,White,Female,0,0,60,United-States,<=50K
22,Private,429346,College,9,Never-married,Adm-clerical,Other,Black,Male,0,0,40,United-States,<=50K
19,Private,123718,College,10,Never-married,Sales,Other,White,Female,0,0,20,United-States,<=50K
38,Private,455379,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,63,United-States,>50K
23,Private,376416,College,9,Never-married,Transport-moving,Other,White,Male,0,0,40,United-States,<=50K
24,Self-emp-inc,234663,Bachelors,13,Never-married,Exec-managerial,Other,White,Male,0,0,40,United-States,<=50K
26,Private,282142,Assoc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K
45,Gov,208049,College,9,No spouse,Tech-support,Other,White,Female,0,0,40,United-States,<=50K
88,Private,68539,College,10,No spouse,Adm-clerical,Other,White,Female,0,0,40,United-States,<=50K
19,Private,126501,School,7,Never-married,Adm-clerical,Other,Others,Female,0,0,15,South,<=50K
24,Private,186452,College,9,Never-married,Exec-managerial,Other,White,Male,0,0,50,United-States,<=50K
84,Private,127184,School,3,Married-civ-spouse,Prof-speciality,Husband,White,Male,0,0,20,United-States,<=50K
48,Private,165267,School,6,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,<=50K
46,Private,124733,College,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
31,Self-emp-inc,149726,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
58,Private,41374,College,9,No spouse,Adm-clerical,Other,Others,Male,0,0,40,United-States,<=50K
35,Gov,329759,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,212433,College,9,Never-married,Craft-repair,Other,Black,Male,0,0,40,United-States,<=50K
36,Private,185099,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
47,Gov,126754,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
57,Private,122497,School,5,No spouse,Other-service,Other,Black,Male,0,0,52,United-States,<=50K
30,Private,118056,College,10,No spouse,Exec-managerial,Other,White,Female,0,0,45,United-States,<=50K
30,Gov,200892,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,200790,School,8,Married-civ-spouse,Prof-speciality,Other,White,Female,15024,0,40,United-States,>50K
30,Self-emp-inc,84119,Bachelors,13,Never-married,Exec-managerial,Other,White,Male,0,0,43,United-States,<=50K
23,Gov,197918,College,10,Never-married,Protective-serv,Other,White,Male,0,0,40,United-States,>50K
41,Without-pay,150533,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
52,Private,443742,College,10,No spouse,Exec-managerial,Other,White,Male,0,0,60,United-States,<=50K
27,Private,104423,Assoc,12,Never-married,Adm-clerical,Other,White,Male,0,0,40,United-States,<=50K
59,Private,169133,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
21,Private,185551,College,9,Never-married,Sales,Other,White,Female,0,0,36,United-States,<=50K
60,Private,174486,College,9,No spouse,Machine-op-inspct,Other,White,Female,0,0,40,United-States,<=50K
69,Gov,50468,Doctorate,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,34,United-States,>50K
24,Private,196943,College,9,Never-married,Sales,Other,White,Male,0,0,40,United-States,<=50K
19,Private,120691,College,9,Never-married,Sales,Other,Black,Male,0,0,25,United-States,<=50K
60,Gov,198815,Assoc,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,Mexico,<=50K
64,Private,22186,College,10,No spouse,Tech-support,Other,White,Female,0,0,35,United-States,<=50K
39,Self-emp-inc,188069,Assoc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
51,Private,233149,Assoc,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
51,Private,138358,School,6,No spouse,Craft-repair,Other,Black,Female,0,0,35,United-States,<=50K
25,Private,338013,College,10,No spouse,Tech-support,Other,White,Female,0,0,40,United-States,<=50K
17,Private,332666,School,6,Never-married,Prof-speciality,Other,White,Female,0,0,4,United-States,<=50K
37,Private,166339,College,10,No spouse,Tech-support,Other,White,Female,0,0,40,United-States,<=50K
74,Without-pay,392886,College,9,No spouse,Farming-fishing,Other,White,Female,0,0,14,United-States,<=50K
26,Gov,141838,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
23,Private,520759,College,9,Never-married,Other-service,Other,Black,Male,0,0,30,United-States,<=50K
57,Self-emp-inc,37345,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,United-States,>50K
20,Private,387779,School,7,Never-married,Transport-moving,Other,White,Male,0,0,15,United-States,<=50K
37,Private,201531,College,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,123598,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,380614,College,10,No spouse,Prof-specialty,Other,White,Female,0,0,45,United-States,>50K
40,Private,83859,College,9,No spouse,Machine-op-inspct,Other,White,Female,0,0,30,United-States,<=50K
50,Gov,24790,College,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,266820,School,1,Never-married,Farming-fishing,Other,White,Male,0,0,35,Mexico,<=50K
44,Private,85440,College,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K
41,Private,421837,College,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
30,Without-pay,404062,College,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,15,United-States,>50K
38,Private,224566,Assoc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
54,Private,294991,School,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
40,Federal-gov,189610,College,9,No spouse,Adm-clerical,Other,Black,Female,0,0,52,United-States,<=50K
37,Private,219141,School,7,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,7688,0,40,United-States,>50K
46,Federal-gov,20956,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
38,Private,70995,College,9,No spouse,Prof-specialty,Other,White,Male,0,0,45,United-States,<=50K
20,Private,215232,College,10,Never-married,Exec-managerial,Other,White,Female,0,0,10,United-States,<=50K
71,Private,178295,Assoc,12,Married-civ-spouse,Prof-speciality,Husband,White,Male,0,0,3,United-States,<=50K
35,Private,56201,College,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
62,Private,98076,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
34,Private,351810,Bachelors,13,Never-married,Prof-specialty,Other,White,Female,0,0,45,Cuba,<=50K
56,Without-pay,144351,College,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,90,United-States,<=50K
30,Gov,137613,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,20,Taiwan,<=50K
17,Private,54257,School,7,Never-married,Adm-clerical,Other,White,Female,0,0,20,United-States,<=50K
18,Without-pay,230373,School,7,Never-married,Other-service,Other,White,Female,594,0,4,United-States,<=50K
35,Private,98389,School,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,184135,College,9,Never-married,Machine-op-inspct,Other,Black,Male,0,0,1,United-States,<=50K
46,Without-pay,140121,College,9,No spouse,Craft-repair,Other,White,Male,0,0,50,United-States,<=50K
33,Without-pay,24504,College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
27,Private,129528,College,10,Never-married,Sales,Other,White,Female,0,0,40,United-States,<=50K
36,Private,415578,College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
42,Private,97142,School,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,201328,College,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
25,Private,256620,Bachelors,13,No spouse,Exec-managerial,Other,White,Male,0,0,40,United-States,<=50K
47,Federal-gov,96854,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
44,Gov,141858,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,75,United-States,>50K
51,Federal-gov,20795,College,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,40,United-States,>50K
53,Private,95519,College,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,>50K
47,Private,112791,College,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,291407,School,7,Never-married,Handlers-cleaners,Other,Black,Male,0,0,40,United-States,<=50K
32,Private,239659,College,10,No spouse,Machine-op-inspct,Other,Black,Female,0,0,70,United-States,<=50K
28,Private,183151,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
58,Private,97634,School,3,Married-civ-spouse,Prof-speciality,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,143807,College,9,No spouse,Sales,Other,White,Female,0,0,40,United-States,<=50K
35,Private,186934,Masters,14,No spouse,Prof-specialty,Other,White,Male,0,0,40,United-States,>50K
30,Private,170065,College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,108328,College,10,Never-married,Adm-clerical,Other,White,Female,6849,0,50,United-States,<=50K
56,Gov,83696,Bachelors,13,No spouse,Prof-specialty,Other,White,Female,0,0,38,United-States,<=50K
21,Private,204596,College,10,Never-married,Other-service,Other,White,Female,0,0,20,United-States,<=50K
56,Private,32604,College,10,Never-married,Prof-speciality,Other,Black,Female,0,0,40,United-States,<=50K
56,Private,193453,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,65,United-States,>50K
45,Private,148995,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40,United-States,>50K
20,Private,85041,College,10,Never-married,Exec-managerial,Other,White,Female,0,0,20,United-States,<=50K
62,Gov,140851,College,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
24,Private,196280,Bachelors,13,Never-married,Sales,Other,White,Female,0,0,30,United-States,<=50K
52,Federal-gov,38973,Bachelors,13,No spouse,Adm-clerical,Other,Black,Female,0,0,40,United-States,<=50K
23,Private,39182,College,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,198841,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
40,Private,694812,College,10,Never-married,Craft-repair,Other,White,Male,0,0,40,United-States,<=50K
30,Private,247444,College,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Nicaragua,<=50K
41,Private,294270,School,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K
59,Private,195820,College,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
27,Private,329426,Masters,14,Never-married,Exec-managerial,Other,White,Male,0,0,37,United-States,<=50K
19,Private,174871,College,10,Never-married,Prof-speciality,Other,White,Male,0,0,23,United-States,<=50K
41,Private,116103,College,10,Never-married,Exec-managerial,Other,White,Male,0,0,50,United-States,<=50K
27,Private,206903,Bachelors,13,Never-married,Handlers-cleaners,Other,White,Male,0,0,35,United-States,<=50K
50,Private,217577,College,9,No spouse,Machine-op-inspct,Other,White,Female,0,0,40,United-States,<=50K
29,Private,337693,School,3,Never-married,Other-service,Other,White,Female,0,0,40,El-Salvador,<=50K
38,Private,204501,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
30,Private,169186,College,9,Never-married,Machine-op-inspct,Other,White,Male,0,0,60,United-States,<=50K
48,Private,109421,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
39,Gov,267893,Assoc,12,Married-civ-spouse,Craft-repair,Husband,Black,Male,7298,0,40,United-States,>50K
40,Private,200479,Assoc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
27,Gov,221317,School,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
59,Without-pay,132925,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
31,Private,283531,College,9,No spouse,Prof-speciality,Other,Black,Female,0,0,20,United-States,<=50K
34,Private,170769,College,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
47,Self-emp-inc,186410,Doctorate,15,Never-married,Other-service,Other,White,Male,0,0,60,United-States,>50K
64,Self-emp-inc,307786,School,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50K
29,Private,380560,School,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
38,Gov,147258,College,9,Never-married,Transport-moving,Other,White,Male,0,0,40,United-States,<=50K
42,Private,212894,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K
49,Private,124356,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
53,Private,98791,College,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,216473,College,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
70,Private,135339,Bachelors,13,Married-civ-spouse,Prof-speciality,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K
38,Private,107303,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,152744,Bachelors,13,No spouse,Sales,Other,Asian-Pac-Islander,Female,0,0,40,South,<=50K
34,Without-pay,100079,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,55,India,<=50K
24,Private,117779,Bachelors,13,Never-married,Prof-specialty,Other,White,Male,0,0,10,Hungary,<=50K
23,Private,197613,College,10,Never-married,Adm-clerical,Other,White,Female,0,0,40,United-States,<=50K
21,Private,411068,College,10,Never-married,Adm-clerical,Other,White,Female,0,0,35,United-States,<=50K
47,Private,192984,College,10,No spouse,Adm-clerical,Other,White,Female,0,0,40,United-States,<=50K
59,Private,66356,School,4,Never-married,Farming-fishing,Other,White,Male,4865,0,40,United-States,<=50K
33,Federal-gov,137184,Assoc,12,No spouse,Exec-managerial,Other,White,Male,0,0,50,United-States,>50K
63,Without-pay,231105,College,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,35,United-States,>50K
18,Gov,146586,College,9,Never-married,Other-service,Other,White,Male,0,0,60,United-States,<=50K
32,Private,32406,Bachelors,13,Never-married,Prof-specialty,Other,White,Female,0,0,50,United-States,<=50K
33,Private,578701,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K
19,Private,206777,College,9,Never-married,Handlers-cleaners,Other,White,Male,0,0,40,United-States,<=50K
27,Gov,133495,College,9,Never-married,Prof-specialty,Other,White,Male,0,0,40,United-States,<=50K
40,Private,34722,College,10,No spouse,Transport-moving,Other,White,Male,0,0,48,United-States,>50K
38,Without-pay,133299,Assoc,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
20,Private,24967,College,9,Never-married,Farming-fishing,Other,White,Male,0,0,47,United-States,<=50K
35,Without-pay,171968,College,9,No spouse,Transport-moving,Other,White,Male,0,0,70,United-States,<=50K
22,Private,412156,College,10,Never-married,Adm-clerical,Other,White,Female,0,0,40,United-States,<=50K
40,Private,51290,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
34,Private,198265,College,10,Married-civ-spouse,Tech-support,Husband,White,Male,3103,0,40,United-States,>50K
23,Private,293565,School,6,Never-married,Handlers-cleaners,Other,White,Male,0,0,40,United-States,<=50K
26,Private,226288,Bachelors,13,Never-married,Adm-clerical,Other,White,Male,0,0,40,United-States,<=50K
53,Self-emp-inc,110445,College,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
34,Private,160634,College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
39,Private,174242,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,390316,School,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
18,Private,298860,School,7,Never-married,Sales,Other,White,Male,0,0,20,United-States,<=50K
65,Private,171584,Bachelors,13,Never-married,Exec-managerial,Other,White,Male,0,0,40,United-States,<=50K
49,Without-pay,232664,Bachelors,13,Never-married,Exec-managerial,Other,White,Female,0,0,40,United-States,<=50K
64,Private,63676,School,6,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
68,Private,170376,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
56,Without-pay,175964,College,10,No spouse,Other-service,Other,White,Female,0,0,40,United-States,<=50K
68,Federal-gov,422013,College,9,No spouse,Prof-specialty,Other,White,Female,0,3683,40,United-States,<=50K
35,Private,105813,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K
50,Federal-gov,306707,College,9,Never-married,Adm-clerical,Other,Black,Female,0,0,12,United-States,<=50K
45,Private,177543,College,9,No spouse,Adm-clerical,Other,White,Female,0,0,28,United-States,<=50K
43,Private,320277,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,129495,College,10,No spouse,Adm-clerical,Other,Black,Female,0,0,40,United-States,<=50K
37,Private,257042,College,9,No spouse,Craft-repair,Other,White,Male,1506,0,40,United-States,<=50K
45,Private,275995,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
20,Private,86318,College,10,Never-married,Prof-speciality,Other,White,Female,0,0,10,United-States,<=50K
36,Private,280440,Assoc,12,Never-married,Tech-support,Other,White,Female,0,0,45,United-States,<=50K
26,Private,371556,College,10,Never-married,Adm-clerical,Other,White,Female,0,0,40,United-States,<=50K
36,Private,408229,Bachelors,13,Never-married,Prof-specialty,Other,White,Female,0,0,32,United-States,<=50K
47,Private,149337,Bachelors,13,Never-married,Adm-clerical,Other,White,Male,0,0,60,United-States,<=50K
34,Private,209297,College,9,Never-married,Machine-op-inspct,Other,Black,Male,0,2001,40,United-States,<=50K
53,Private,355802,College,10,No spouse,Sales,Other,White,Female,0,0,30,United-States,<=50K
32,Private,165949,Bachelors,13,No spouse,Machine-op-inspct,Other,White,Female,0,1590,42,United-States,<=50K
44,Without-pay,112507,School,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,462869,College,9,Never-married,Handlers-cleaners,Other,White,Male,0,0,40,Mexico,<=50K
35,Private,413648,School,3,Never-married,Farming-fishing,Other,White,Male,0,0,36,United-States,<=50K
34,Private,29235,Assoc,12,No spouse,Prof-specialty,Other,White,Female,0,0,40,United-States,<=50K
42,Private,149823,College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,39530,College,9,No spouse,Other-service,Other,White,Female,0,0,4,United-States,<=50K
23,Private,197387,College,9,Never-married,Craft-repair,Other,White,Male,0,0,37,Mexico,<=50K
56,Gov,255406,College,9,No spouse,Exec-managerial,Other,White,Female,0,0,40,United-States,<=50K
50,Private,43764,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
38,Private,168322,College,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
46,Private,278322,Assoc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
47,Private,115813,Assoc,12,No spouse,Adm-clerical,Other,White,Female,0,0,57,United-States,<=50K
38,Without-pay,184456,College,9,Married-civ-spouse,Other-service,Husband,White,Male,3464,0,80,Italy,<=50K
42,Private,289636,College,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,46,United-States,<=50K
48,Private,101684,College,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,133425,College,9,Never-married,Exec-managerial,Other,White,Female,0,0,50,United-States,<=50K
40,Private,349405,Assoc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,36,United-States,<=50K
53,Private,124076,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999,0,37,United-States,>50K
75,Without-pay,165968,Assoc,11,No spouse,Exec-managerial,Other,White,Female,0,0,30,United-States,<=50K
39,Private,185099,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K
46,Federal-gov,268281,Assoc,12,No spouse,Adm-clerical,Other,White,Female,0,0,40,United-States,<=50K
51,Private,154949,College,9,No spouse,Machine-op-inspct,Other,Black,Female,0,0,40,United-States,<=50K
34,Private,176711,College,9,No spouse,Other-service,Other,White,Male,0,0,40,United-States,<=50K
23,Private,165064,College,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,213750,Assoc,11,Never-married,Other-service,Other,White,Male,0,0,45,United-States,<=50K
45,Without-pay,77132,College,10,Never-married,Sales,Other,White,Male,0,0,55,United-States,<=50K
21,Private,109667,College,10,Never-married,Other-service,Other,White,Male,0,0,40,United-States,<=50K
36,Private,162164,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
40,Private,219591,School,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
20,Private,327462,School,6,No spouse,Prof-speciality,Other,White,Female,0,0,40,United-States,<=50K
68,Private,236943,School,5,No spouse,Farming-fishing,Other,Black,Male,0,0,20,United-States,<=50K
40,Private,89226,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
20,Private,124751,College,10,Never-married,Adm-clerical,Other,White,Female,0,0,24,United-States,<=50K
48,Gov,144122,Masters,14,No spouse,Prof-specialty,Other,White,Female,0,0,40,United-States,>50K
27,Private,98769,Bachelors,13,Never-married,Sales,Other,White,Male,0,0,45,United-States,<=50K
57,Federal-gov,170066,Assoc,11,Never-married,Tech-support,Other,White,Male,0,0,40,United-States,<=50K
54,Self-emp-inc,162439,College,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,98,United-States,>50K
47,Private,22900,College,9,No spouse,Other-service,Other,White,Female,0,0,40,United-States,<=50K
30,Gov,102130,College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
17,Private,215743,School,7,Never-married,Prof-speciality,Other,White,Male,0,0,40,United-States,<=50K
35,Private,381583,College,10,Married-civ-spouse,Craft-repair,Husband,Others,Male,0,0,45,United-States,>50K
56,Gov,198277,School,8,Never-married,Handlers-cleaners,Other,White,Male,0,0,40,United-States,<=50K
